"cd102","103rd Congressional District","county","cntyname","fplace80","plac80nm","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","1990 POP","cd103 to county allocation factor","county to cd103 allocation factor"
"32","39","06037","Los Angeles CA"," "," ",118.079875,33.838084,37499,1,0.004231 
"33","25","06037","Los Angeles CA"," "," ",117.980476,34.536862,21624,1,0.00244 
"33","28","06037","Los Angeles CA"," "," ",117.827761,34.101452,279444,1,0.031529 
"33","31","06037","Los Angeles CA"," "," ",117.888819,34.134077,4247,1,0.000479 
"33","34","06037","Los Angeles CA"," "," ",118.01324,33.981572,91064,1,0.010274 
"33","39","06037","Los Angeles CA"," "," ",117.999051,33.922872,76193,1,0.008597 
"33","41","06037","Los Angeles CA"," "," ",117.798104,34.026081,197291,1,0.02226 
"34","28","06037","Los Angeles CA"," "," ",117.912849,34.050636,121208,1,0.013675 
"34","31","06037","Los Angeles CA"," "," ",117.987272,34.076037,88907,0.14958,0.010031 
"34","34","06037","Los Angeles CA"," "," ",118.032975,33.972091,368786,1,0.041609 
"34","39","06037","Los Angeles CA"," "," ",118.078611,33.868155,15578,1,0.001758 
"34","41","06037","Los Angeles CA"," "," ",117.878318,33.991016,3892,1,0.000439 
"35","25","06037","Los Angeles CA"," "," ",118.028825,34.585019,64793,1,0.00731 
"38","39","06037","Los Angeles CA"," "," ",118.06474,33.866003,53109,0.476211,0.005992 
"42","36","06037","Los Angeles CA"," "," ",118.35331,33.793766,175658,1,0.019819 
"42","37","06037","Los Angeles CA"," "," ",118.308216,33.782712,26,1,3E-6 
"42","38","06037","Los Angeles CA"," "," ",118.157578,33.781056,99121,1,0.011183 
"42","39","06037","Los Angeles CA"," "," ",118.074661,33.818451,5719,0.070616,0.000645 
"18","18","06039","Madera CA"," "," ",120.378664,36.94189,1651,0.0011,0.018742 
"18","19","06039","Madera CA"," "," ",119.979459,37.047328,86439,0.259745,0.981257 
"06","06","06041","Marin CA"," "," ",122.548154,37.987824,230096,0.022347,1 
"15","19","06043","Mariposa CA"," "," ",119.936474,37.546655,14302,0.150715,1 
"01","01","06045","Mendocino CA"," "," ",123.397493,39.288415,80345,0.004019,1 
"15","18","06047","Merced CA"," "," ",120.605634,37.290597,178403,0.298702,1 
"14","02","06049","Modoc CA"," "," ",120.642195,41.533288,9678,0.076788,1 
"18","04","06051","Mono CA"," "," ",118.993121,37.825272,9956,0.091848,1 
"16","17","06053","Monterey CA"," "," ",121.685364,36.619246,355660,0.390199,1 
"01","01","06055","Napa CA"," "," ",122.29925,38.294753,79394,0.003971,0.716779 
"02","01","06055","Napa CA"," "," ",122.413849,38.486539,31371,0.020945,0.283221 
"02","02","06057","Nevada CA"," "," ",121.167423,39.248537,12808,0.000663,0.163138 
"14","02","06057","Nevada CA"," "," ",120.918082,39.204946,65702,0.521299,0.836861 
"38","39","06059","Orange CA"," "," ",118.006359,33.851467,58415,0.523788,0.024233 
"38","45","06059","Orange CA"," "," ",117.999724,33.787545,123985,1,0.051434 
"38","46","06059","Orange CA"," "," ",117.912746,33.76574,409015,1,0.169677 
"38","47","06059","Orange CA"," "," ",117.858716,33.763915,2993,1,0.001242 
"39","39","06059","Orange CA"," "," ",117.918767,33.895547,251793,1,0.104454 
"39","41","06059","Orange CA"," "," ",117.787182,33.880413,80288,1,0.033307 
"39","45","06059","Orange CA"," "," ",117.981149,33.832308,11376,1,0.004719 
"39","46","06059","Orange CA"," "," ",117.929821,33.825597,92803,1,0.038499 
"39","47","06059","Orange CA"," "," ",117.826149,33.808623,188315,1,0.078121 
"40","45","06059","Orange CA"," "," ",117.935834,33.668043,243343,1,0.100949 
"40","46","06059","Orange CA"," "," ",117.878226,33.729969,69207,1,0.02871 
"40","47","06059","Orange CA"," "," ",117.78414,33.667073,327163,1,0.135721 
"40","48","06059","Orange CA"," "," ",117.704361,33.535615,51462,1,0.021349 
"42","39","06059","Orange CA"," "," ",118.049956,33.818099,75268,0.929383,0.031224 
"42","45","06059","Orange CA"," "," ",118.016758,33.723474,192168,1,0.079719 
"42","46","06059","Orange CA"," "," ",117.943984,33.738509,355,1,0.000147 
"43","47","06059","Orange CA"," "," ",117.684293,33.630711,53049,1,0.022007 
"43","48","06059","Orange CA"," "," ",117.646187,33.531532,179558,0.367563,0.074488 
"14","04","06061","Placer CA"," "," ",121.111275,38.868943,172796,0.523715,1 
"14","02","06063","Plumas CA"," "," ",120.849348,39.996388,19739,0.156615,1 
"36","43","06065","Riverside CA"," "," ",117.412729,33.971895,190447,1,0.162718 
"37","43","06065","Riverside CA"," "," ",117.41989,33.833531,380784,1,0.325341 
"37","44","06065","Riverside CA"," "," ",116.713518,33.797836,571583,1,0.48836 
"37","48","06065","Riverside CA"," "," ",117.127845,33.503705,27599,1,0.023581 
"03","03","06067","Sacramento CA"," "," ",121.328545,38.636195,61778,0.004361,0.059332 
"03","04","06067","Sacramento CA"," "," ",121.255305,38.661793,65139,0.086276,0.06256 
"03","05","06067","Sacramento CA"," "," ",121.44085,38.524091,456203,0.447658,0.438143 
"03","11","06067","Sacramento CA"," "," ",121.293274,38.571298,77268,0.693708,0.074209 
"04","03","06067","Sacramento CA"," "," ",121.362357,38.684419,150589,0.073032,0.144628 
"04","04","06067","Sacramento CA"," "," ",121.223002,38.693734,85541,0.006633,0.082155 
"04","05","06067","Sacramento CA"," "," ",121.448929,38.605746,117481,0.159754,0.11283 
"04","11","06067","Sacramento CA"," "," ",121.34867,38.28824,27220,0.062149,0.026142 
"16","17","06069","San Benito CA"," "," ",121.404175,36.842949,36697,0.040261,1 
"35","40","06071","San Bernardino CA"," "," ",117.043662,34.366354,492230,1,0.347037 
"35","41","06071","San Bernardino CA"," "," ",117.685923,34.047786,211636,1,0.14921 
"35","42","06071","San Bernardino CA"," "," ",117.545859,34.117006,125879,1,0.088748 
"36","40","06071","San Bernardino CA"," "," ",117.263942,34.13801,63114,1,0.044497 
"36","41","06071","San Bernardino CA"," "," ",117.650417,34.048646,79556,1,0.056089 
"36","42","06071","San Bernardino CA"," "," ",117.389868,34.100955,445965,1,0.314419 
"41","49","06073","San Diego CA"," "," ",117.182124,32.792838,425637,1,0.17039 
"41","50","06073","San Diego CA"," "," ",117.058315,32.760392,4896,1,0.00196 
"41","51","06073","San Diego CA"," "," ",117.13301,32.935407,207328,1,0.082997 
"41","52","06073","San Diego CA"," "," ",117.034217,32.787881,21975,1,0.008797 
"43","48","06073","San Diego CA"," "," ",117.277814,33.24183,308952,0.632437,0.123679 
"43","51","06073","San Diego CA"," "," ",117.177287,33.112771,299738,1,0.11999 
"44","49","06073","San Diego CA"," "," ",117.147483,32.743233,94658,1,0.037893 
"44","50","06073","San Diego CA"," "," ",117.076519,32.671353,516850,1,0.206904 
"44","52","06073","San Diego CA"," "," ",117.030362,32.7279,31607,1,0.012653 
"45","48","06073","San Diego CA"," "," ",116.651752,33.172955,5357,1,0.002145 
"45","49","06073","San Diego CA"," "," ",117.145211,32.632366,53067,1,0.021244 
"45","50","06073","San Diego CA"," "," ",117.041407,32.608623,51717,1,0.020703 
"45","51","06073","San Diego CA"," "," ",117.036226,32.998843,65916,1,0.026387 
"45","52","06073","San Diego CA"," "," ",116.933862,32.811332,410318,0.789649,0.164258 
"05","08","06075","San Francisco CA"," "," ",122.418835,37.758725,414227,0.639824,0.572169 
"05","12","06075","San Francisco CA"," "," ",122.474685,37.745943,150712,0.738046,0.208177 
"06","08","06075","San Francisco CA"," "," ",122.456457,37.778495,159020,0.171005,0.219653 
"14","11","06077","San Joaquin CA"," "," ",121.292492,37.95143,282979,0.761808,0.588769 
"14","18","06077","San Joaquin CA"," "," ",121.235055,37.728749,13344,0.214007,0.027764 
"18","11","06077","San Joaquin CA"," "," ",121.278855,37.975989,184305,0.356182,0.383467 
"16","22","06079","San Luis Obispo CA"," "," ",120.754257,35.328435,73951,0.506732,0.340534 
"20","22","06079","San Luis Obispo CA"," "," ",120.636702,35.340234,143211,1,0.659466 
"11","12","06081","San Mateo CA"," "," ",122.399959,37.617051,404583,0.671092,0.622797 
"11","14","06081","San Mateo CA"," "," ",122.241532,37.481715,182510,0.648829,0.280947 
"12","12","06081","San Mateo CA"," "," ",122.355405,37.549348,16240,0.011055,0.024999 
"12","14","06081","San Mateo CA"," "," ",122.217668,37.417891,46290,0.103687,0.071257 
"19","22","06083","Santa Barbara CA"," "," ",120.082807,34.621424,355729,1,0.962449 
"19","23","06083","Santa Barbara CA"," "," ",119.515871,34.398923,13879,0.042596,0.037551 
"10","13","06085","Santa Clara CA"," "," ",121.884889,37.431534,62320,0.100439,0.041614 
"10","16","06085","Santa Clara CA"," "," ",121.852804,37.34693,389408,1,0.260025 
"12","14","06085","Santa Clara CA"," "," ",122.075565,37.379657,330904,0.741206,0.22096 
"12","15","06085","Santa Clara CA"," "," ",121.970022,37.27173,62578,0.2858,0.041786 
"12","16","06085","Santa Clara CA"," "," ",121.622925,37.093215,86473,0.121759,0.057742 
"13","14","06085","Santa Clara CA"," "," ",121.999696,37.332759,11427,0.019687,0.00763 
"13","15","06085","Santa Clara CA"," "," ",121.926021,37.28537,458797,0.546679,0.30636 
"13","16","06085","Santa Clara CA"," "," ",121.819478,37.279805,95658,0.668166,0.063875 
"15","16","06085","Santa Clara CA"," "," ",121.27756,37.178605,12,0.000111,8E-6 
"12","15","06087","Santa Cruz CA"," "," ",122.059523,37.10193,35652,0.162826,0.155188 
"12","17","06087","Santa Cruz CA"," "," ",121.842001,37.004775,7323,1,0.031876 
"16","15","06087","Santa Cruz CA"," "," ",122.061724,37.034582,15458,0.028389,0.067286 
"16","17","06087","Santa Cruz CA"," "," ",121.911704,36.960777,171301,0.187936,0.745649 
"02","02","06089","Shasta CA"," "," ",122.288509,40.586329,147036,0.007608,1 
"14","02","06091","Sierra CA"," "," ",120.445375,39.610143,3318,0.026326,1 
"02","02","06093","Siskiyou CA"," "," ",122.502998,41.56874,43531,0.002252,1 
"04","01","06095","Solano CA"," "," ",122.013322,38.292662,141672,0.24971,0.416167 
"04","03","06095","Solano CA"," "," ",121.899372,38.366422,53303,0.025851,0.15658 
"04","07","06095","Solano CA"," "," ",122.151171,38.104922,40786,0.106974,0.11981 
"06","07","06095","Solano CA"," "," ",122.236548,38.113437,104660,0.126106,0.307443 
"01","01","06097","Sonoma CA"," "," ",122.840084,38.61356,47091,0.002355,0.121299 
"01","06","06097","Sonoma CA"," "," ",122.733223,38.422778,254170,0.434045,0.654703 
"06","06","06097","Sonoma CA"," "," ",122.608588,38.266266,86961,0.008446,0.223998 
"15","18","06099","Stanislaus CA"," "," ",120.958006,37.625391,370522,0.620369,1 
"02","03","06101","Sutter CA"," "," ",121.642926,39.129712,64415,0.074785,1 
"02","03","06103","Tehama CA"," "," ",122.208865,40.109511,49625,0.057614,1 
"02","02","06105","Trinity CA"," "," ",123.076013,40.678785,13063,0.000676,1 
"17","19","06107","Tulare CA"," "," ",119.187417,36.354567,52735,0.232148,0.169065 
"17","20","06107","Tulare CA"," "," ",119.331702,36.321766,79303,0.297367,0.254241 
"17","21","06107","Tulare CA"," "," ",119.187004,36.190999,179883,0.526187,0.576694 
"18","04","06109","Tuolumne CA"," "," ",120.33012,37.972723,48456,0.447023,1 
"19","23","06111","Ventura CA"," "," ",119.18858,34.255787,277609,0.852,0.414951 
"21","23","06111","Ventura CA"," "," ",118.929005,34.256277,279995,0.640688,0.418518 
"21","24","06111","Ventura CA"," "," ",118.871462,34.188311,111412,0.578688,0.166531 
"04","03","06113","Yolo CA"," "," ",121.730674,38.602546,141092,0.068426,1 
"02","02","06115","Yuba CA"," "," ",121.494502,39.154022,58228,0.003013,1 
"02","01","08001","Adams CO"," "," ",105.013678,39.796276,2329,0.001555,0.008787 
"02","02","08001","Adams CO"," "," ",105.002336,39.872024,152234,0.007877,0.574385 
"02","04","08001","Adams CO"," "," ",104.961577,39.867789,35315,0.325637,0.133245 
"04","01","08001","Adams CO"," "," ",104.918597,39.818199,18364,0.032368,0.069288 
"04","02","08001","Adams CO"," "," ",105.027264,39.964046,308,0.000744,0.001162 
"04","04","08001","Adams CO"," "," ",104.774294,39.922991,28986,0.002248,0.109365 
"06","01","08001","Adams CO"," "," ",104.831583,39.748106,27502,0.063951,0.103766 
"03","03","08003","Alamosa CO"," "," ",105.879476,37.485447,13617,0.000961,1 
"01","01","08005","Arapahoe CO"," "," ",104.926011,39.682332,5258,0.000263,0.01343 
"01","06","08005","Arapahoe CO"," "," ",104.932656,39.680152,34,0.000058,0.000087 
"04","04","08005","Arapahoe CO"," "," ",104.68007,39.630974,20307,0.001575,0.051868 
"04","05","08005","Arapahoe CO"," "," ",104.883754,39.579882,5946,0.008086,0.015187 
"04","06","08005","Arapahoe CO"," "," ",104.817325,39.630791,121,0.000108,0.000309 
"05","05","08005","Arapahoe CO"," "," ",104.930624,39.579268,32790,0.002936,0.083752 
"05","06","08005","Arapahoe CO"," "," ",104.952956,39.587128,6007,0.010085,0.015343 
"06","01","08005","Arapahoe CO"," "," ",104.846778,39.73174,28002,0.065114,0.071523 
"06","04","08005","Arapahoe CO"," "," ",104.782958,39.624766,107,0.000364,0.000273 
"06","05","08005","Arapahoe CO"," "," ",104.91888,39.598266,24866,0.021532,0.063513 
"06","06","08005","Arapahoe CO"," "," ",104.874956,39.657978,268073,0.026035,0.684713 
"03","03","08007","Archuleta CO"," "," ",107.077182,37.235793,5345,0.000377,1 
"04","04","08009","Baca CO"," "," ",102.506448,37.361042,4556,0.000353,1 
"04","04","08011","Bent CO"," "," ",103.150088,38.077254,5048,0.000391,1 
"02","02","08013","Boulder CO"," "," ",105.190029,40.051605,225339,0.011659,1 
"05","03","08015","Chaffee CO"," "," ",106.07065,38.665486,12684,0.009116,1 
"04","04","08017","Cheyenne CO"," "," ",102.469667,38.818236,2397,0.000186,1 
"02","02","08019","Clear Creek CO"," "," ",105.539913,39.717564,7619,0.000394,1 
"03","03","08021","Conejos CO"," "," ",105.98269,37.193756,7453,0.000526,1 
"03","03","08023","Costilla CO"," "," ",105.434413,37.2584,3190,0.000225,1 
"04","04","08025","Crowley CO"," "," ",103.813689,38.209318,3946,0.000306,1 
"03","03","08027","Custer CO"," "," ",105.372595,38.135411,1926,0.000136,1 
"03","03","08029","Delta CO"," "," ",107.899126,38.802881,20980,0.001481,1 
"01","01","08031","Denver CO"," "," ",104.963651,39.720992,448045,0.02241,0.958159 
"04","01","08031","Denver CO"," "," ",104.725503,39.822454,48,0.000085,0.000103 
"06","01","08031","Denver CO"," "," ",105.068555,39.646665,19517,0.045384,0.041738 
"03","03","08033","Dolores CO"," "," ",108.831669,37.744926,1504,0.000106,1 
"05","03","08035","Douglas CO"," "," ",104.971801,39.30292,3042,0.002186,0.050372 
"05","05","08035","Douglas CO"," "," ",104.856783,39.480544,57349,0.005136,0.949628 
"03","03","08037","Eagle CO"," "," ",106.687553,39.584923,21928,0.001548,1 
"05","04","08039","Elbert CO"," "," ",104.487917,39.356673,9646,0.00588,1 
"05","05","08041","El Paso CO"," "," ",104.774245,38.858689,397014,0.035554,1 
"03","03","08043","Fremont CO"," "," ",105.329072,38.432375,4851,0.000342,0.150311 
"03","05","08043","Fremont CO"," "," ",105.16189,38.417268,17383,0.017057,0.538623 
"05","03","08043","Fremont CO"," "," ",105.226036,38.463951,8789,0.006317,0.272333 
"05","05","08043","Fremont CO"," "," ",105.29947,38.462718,1250,0.000112,0.038732 
"03","03","08045","Garfield CO"," "," ",107.517493,39.508447,29974,0.002116,1 
"02","02","08047","Gilpin CO"," "," ",105.482817,39.851317,3070,0.000159,1 
"03","03","08049","Grand CO"," "," ",106.000282,40.057198,7966,0.000562,1 
"03","03","08051","Gunnison CO"," "," ",106.942889,38.62313,10273,0.000725,1 
"03","03","08053","Hinsdale CO"," "," ",107.302037,37.986769,467,0.000033,1 
"03","03","08055","Huerfano CO"," "," ",104.878006,37.618381,6009,0.000424,1 
"03","03","08057","Jackson CO"," "," ",106.290731,40.700562,1605,0.000113,1 
"02","02","08059","Jefferson CO"," "," ",105.096032,39.837314,126507,0.006546,0.288545 
"02","06","08059","Jefferson CO"," "," ",105.155945,39.771022,5901,0.010622,0.013459 
"05","02","08059","Jefferson CO"," "," ",105.300056,39.857033,3439,0.011049,0.007844 
"05","03","08059","Jefferson CO"," "," ",105.290605,39.457006,3104,0.002231,0.00708 
"05","06","08059","Jefferson CO"," "," ",105.195615,39.623896,87944,0.147654,0.200588 
"06","01","08059","Jefferson CO"," "," ",105.063709,39.653641,3,7E-6,7E-6 
"06","02","08059","Jefferson CO"," "," ",105.090249,39.771422,30556,0.070749,0.069694 
"06","06","08059","Jefferson CO"," "," ",105.10644,39.690076,180976,0.017576,0.412782 
"04","04","08061","Kiowa CO"," "," ",102.679975,38.471445,1688,0.000131,1 
"04","04","08063","Kit Carson CO"," "," ",102.471479,39.314113,7140,0.000554,1 
"05","03","08065","Lake CO"," "," ",106.300321,39.249609,6007,0.004317,1 
"03","03","08067","La Plata CO"," "," ",107.819409,37.2619,32284,0.002279,1 
"04","04","08069","Larimer CO"," "," ",105.107023,40.507683,186136,0.014434,1 
"04","04","08071","Las Animas CO"," "," ",104.493861,37.197073,13765,0.001067,1 
"04","04","08073","Lincoln CO"," "," ",103.587507,39.168196,4529,0.000351,1 
"04","04","08075","Logan CO"," "," ",103.184045,40.647981,17567,0.001362,1 
"03","03","08077","Mesa CO"," "," ",108.532527,39.088708,93145,0.006576,1 
"03","03","08079","Mineral CO"," "," ",106.927679,37.816367,558,0.000039,1 
"03","03","08081","Moffat CO"," "," ",107.645748,40.513686,11357,0.000802,1 
"03","03","08083","Montezuma CO"," "," ",108.558236,37.368783,18672,0.001318,1 
"03","03","08085","Montrose CO"," "," ",107.959663,38.474598,24423,0.001724,1 
"04","04","08087","Morgan CO"," "," ",103.776266,40.255906,21939,0.001701,1 
"04","04","08089","Otero CO"," "," ",103.653189,38.023722,20185,0.001565,1 
"03","03","08091","Ouray CO"," "," ",107.738996,38.124297,2295,0.000162,1 
"05","03","08093","Park CO"," "," ",105.550862,39.357539,7174,0.005156,1 
"04","04","08095","Phillips CO"," "," ",102.390334,40.603887,4189,0.000325,1 
"03","03","08097","Pitkin CO"," "," ",106.89782,39.230292,12661,0.000894,1 
"04","04","08099","Prowers CO"," "," ",102.541494,38.081534,13347,0.001035,1 
"03","03","08101","Pueblo CO"," "," ",104.619227,38.255563,123051,0.008687,1 
"03","03","08103","Rio Blanco CO"," "," ",108.3167,40.054251,5972,0.000422,1 
"03","03","08105","Rio Grande CO"," "," ",106.225302,37.613135,10770,0.00076,1 
"03","03","08107","Routt CO"," "," ",106.917215,40.450161,14088,0.000995,1 
"03","03","08109","Saguache CO"," "," ",106.068038,37.882898,4619,0.000326,1 
"03","03","08111","San Juan CO"," "," ",107.666686,37.808995,745,0.000053,1 
"03","03","08113","San Miguel CO"," "," ",108.021428,37.995791,3653,0.000258,1 
"04","04","08115","Sedgwick CO"," "," ",102.326591,40.956269,2690,0.000209,1 
"03","03","08117","Summit CO"," "," ",106.057345,39.574827,12881,0.000909,1 
"05","05","08119","Teller CO"," "," ",105.113473,38.958897,12468,0.001117,1 
"04","04","08121","Washington CO"," "," ",103.159674,40.080716,4812,0.000373,1 
"04","04","08123","Weld CO"," "," ",104.74809,40.351993,131821,0.010222,1 
"04","04","08125","Yuma CO"," "," ",102.470505,40.052141,8954,0.000694,1 
"03","03","09001","Fairfield CT"," "," ",73.135556,41.204338,49389,0.003487,0.059674 
"04","04","09001","Fairfield CT"," "," ",73.383278,41.129884,518975,0.040245,0.62705 
"04","05","09001","Fairfield CT"," "," ",73.14973,41.258505,6,8E-6,7E-6 
"05","04","09001","Fairfield CT"," "," ",73.228698,41.29739,28790,0.01755,0.034785 
"05","05","09001","Fairfield CT"," "," ",73.369745,41.348547,214733,0.01923,0.25945 
"06","05","09001","Fairfield CT"," "," ",73.497661,41.473157,12943,0.011208,0.015638 
"06","06","09001","Fairfield CT"," "," ",73.494696,41.571389,2809,0.000273,0.003394 
"01","01","09003","Hartford CT"," "," ",72.657715,41.757964,503021,0.02516,0.59055 
"06","01","09003","Hartford CT"," "," ",72.76268,41.73746,5,0.000012,6E-6 
"06","06","09003","Hartford CT"," "," ",72.803974,41.767235,348757,0.033871,0.409443 
"06","06","09005","Litchfield CT"," "," ",73.186671,41.733496,174092,0.016908,1 
"01","01","09007","Middlesex CT"," "," ",72.599792,41.592646,31132,0.001557,0.217408 
